idveiculo,dia,mes,diadasemana,hora,Velocidade,Longitude,Latitude,Eventos
49,24,5,2,0.82793981481,26,-44.33599854,-2.579070091,3
73,31,3,4,0.50790509259,54,-44.33599854,-2.57043004,3
76,17,5,2,0.28357638889,26,-44.33599854,-2.559590101,3
131,18,5,3,0.31767361111,21,-44.33599854,-2.579040051,3
156,30,5,1,0.70659722222,38,-44.33599854,-2.570970058,3
167,31,5,2,0.36130787037,15,-44.33599854,-2.579020023,3
213,31,5,2,0.27084490741,46,-44.33599854,-2.737390041,3
17,20,5,5,0.31305555556,21,-44.33589935,-2.571049929,3
49,2,5,1,0.79859953704,25,-44.33589935,-2.579070091,3
49,23,5,1,0.67486111111,20,-44.33589935,-2.579040051,3
62,27,5,5,0.55067129630,36,-44.33589935,-2.570440054,3
63,31,3,4,0.83131944444,47,-44.33589935,-2.56520009,3
63,4,4,1,0.43171296296,26,-44.33589935,-2.579070091,3
109,5,5,4,0.34237268519,49,-44.33589935,-2.565160036,3
123,30,5,1,0.78829861111,50,-44.33589935,-2.570470095,3
150,1,6,3,0.41922453704,54,-44.33589935,-2.565180063,3
199,29,3,2,0.79543981481,26,-44.33589935,-2.578730106,3
199,25,5,3,0.29357638889,26,-44.33589935,-2.579080105,3
226,14,4,4,0.79425925926,16,-44.33589935,-2.579060078,3
226,17,4,7,0.79314814815,18,-44.33589935,-2.579020023,3
226,8,5,7,0.30231481481,21,-44.33589935,-2.579080105,3
9,27,5,5,0.48872685185,51,-44.33580017,-2.570549965,3
10,11,5,3,0.40189814815,17,-44.33580017,-2.570600033,3
10,19,5,4,0.66625000000,56,-44.33580017,-2.570519924,3
11,8,5,7,0.50273148148,47,-44.33580017,-2.570549965,3
40,4,4,1,0.86726851852,49,-44.33580017,-2.570460081,3
40,6,4,3,0.31923611111,54,-44.33580017,-2.570529938,3
49,1,5,7,0.50222222222,20,-44.33580017,-2.579020023,3
49,5,5,4,0.98071759259,27,-44.33580017,-2.579070091,3
49,6,5,5,0.33629629630,23,-44.33580017,-2.579030037,3
49,14,5,6,0.51486111111,26,-44.33580017,-2.57901001,3
49,16,5,1,0.67013888889,28,-44.33580017,-2.579119921,3
49,18,5,3,0.28067129630,27,-44.33580017,-2.579080105,3
49,22,5,7,0.40607638889,28,-44.33580017,-2.579099894,3
49,27,5,5,0.32809027778,17,-44.33580017,-2.579060078,3
73,16,4,6,0.64131944444,55,-44.33580017,-2.565119982,3
156,1,6,3,0.21282407407,27,-44.33580017,-2.571019888,3
192,29,5,7,0.46384259259,34,-44.33580017,-2.571099997,3
196,28,5,6,0.67113425926,36,-44.33580017,-2.571019888,3
210,9,5,1,0.28543981481,25,-44.33580017,-2.579080105,3
226,3,4,7,0.29483796296,22,-44.33580017,-2.579050064,3
8,26,5,4,0.32673611111,32,-44.33570099,-2.571089983,3
10,4,5,3,0.29331018519,56,-44.33570099,-2.565140009,3
11,7,3,1,0.99605324074,49,-44.33570099,-2.570519924,3
11,7,5,6,0.64833333333,53,-44.33570099,-2.570610046,3
16,11,4,1,0.91221064815,31,-44.33570099,-2.570569992,3
29,23,5,1,0.57001157407,53,-44.33570099,-2.570559978,3
30,25,5,3,0.34310185185,40,-44.33570099,-2.570630074,3
37,24,5,2,0.31728009259,23,-44.33570099,-2.569190025,3
42,26,5,4,0.59207175926,25,-44.33570099,-2.569190025,3
49,24,3,4,0.63656250000,17,-44.33570099,-2.579060078,3
49,20,4,3,0.47417824074,19,-44.33570099,-2.579050064,3
49,25,4,1,0.95098379630,28,-44.33570099,-2.579020023,3
49,18,5,3,0.29466435185,26,-44.33570099,-2.579050064,3
49,21,5,6,0.31340277778,26,-44.33570099,-2.579070091,3
53,20,3,7,0.71363425926,23,-44.33570099,-2.579030037,3
60,28,4,4,0.34344907407,50,-44.33570099,-2.565229893,3
64,20,3,7,0.29753472222,24,-44.33570099,-2.57901001,3
89,24,5,2,0.82946759259,55,-44.33570099,-2.592350006,3
91,2,4,6,0.83094907407,45,-44.33570099,-2.56520009,3
166,5,5,4,0.81236111111,34,-44.33570099,-2.571049929,3
171,26,5,4,0.70623842593,60,-44.33570099,-2.592259884,3
191,30,5,1,0.63303240741,33,-44.33570099,-2.571059942,3
191,31,5,2,0.49209490741,43,-44.33570099,-2.570559978,3
199,26,4,2,0.29995370370,28,-44.33570099,-2.579070091,3
208,28,5,6,0.29605324074,17,-44.33570099,-2.579040051,3
209,22,5,7,0.53530092593,48,-44.33570099,-2.570669889,3
209,28,5,6,0.46677083333,43,-44.33570099,-2.570559978,3
49,15,5,7,0.01231481481,25,-44.33560181,-2.57901001,3
49,16,5,1,0.50981481481,29,-44.33560181,-2.579060078,3
49,24,5,2,0.29866898148,29,-44.33560181,-2.579080105,3
49,27,5,5,0.32817129630,21,-44.33560181,-2.579060078,3
64,28,3,1,0.28523148148,22,-44.33560181,-2.579060078,3
66,26,5,4,0.32403935185,28,-44.33560181,-2.569180012,3
73,17,4,7,0.30077546296,25,-44.33560181,-2.579040051,3
91,26,5,4,0.78841435185,52,-44.33560181,-2.570610046,3
134,31,5,2,0.79875000000,21,-44.33560181,-2.579040051,3
143,30,5,1,0.52053240741,48,-44.33560181,-2.570650101,3
171,28,5,6,0.71230324074,32,-44.33560181,-2.56524992,3
211,6,4,3,0.78833333333,19,-44.33560181,-2.579040051,3
4,3,5,2,0.70390046296,16,-44.33549881,-2.577749968,3
11,3,3,4,0.16865740741,51,-44.33549881,-2.570630074,3
12,2,5,1,0.44105324074,27,-44.33549881,-2.577780008,3
12,22,5,7,0.76982638889,26,-44.33549881,-2.571239948,3
19,26,5,4,0.32460648148,15,-44.33549881,-2.571239948,3
22,11,5,3,0.29358796296,26,-44.33549881,-2.579060078,3
35,26,5,4,0.24462962963,39,-44.33549881,-2.57069993,3
49,20,4,3,0.65702546296,26,-44.33549881,-2.579030037,3
49,29,4,5,0.92505787037,28,-44.33549881,-2.57901001,3
49,6,5,5,0.38032407407,16,-44.33549881,-2.578999996,3
49,16,5,1,0.81203703704,25,-44.33549881,-2.579080105,3
49,17,5,2,0.82496527778,29,-44.33549881,-2.578989983,3
49,23,5,1,0.31972222222,15,-44.33549881,-2.579030037,3
56,7,5,6,0.51902777778,46,-44.33549881,-2.570660114,3
59,7,5,6,0.55224537037,22,-44.33549881,-2.579050064,3
72,1,4,5,0.28803240741,18,-44.33549881,-2.57901001,3
72,4,4,1,0.29488425926,22,-44.33549881,-2.579060078,3
72,25,5,3,0.79903935185,21,-44.33549881,-2.57901001,3
77,26,5,4,0.32607638889,45,-44.33549881,-2.56517005,3
87,3,5,2,0.70244212963,32,-44.33549881,-2.570719957,3
144,20,5,5,0.64844907407,23,-44.33549881,-2.570689917,3
152,28,5,6,0.28048611111,52,-44.33549881,-2.565210104,3
166,22,5,7,0.53625000000,47,-44.33549881,-2.592289925,3
169,29,5,7,0.24871527778,39,-44.33549881,-2.570770025,3
199,26,4,2,0.79340277778,18,-44.33549881,-2.579040051,3
211,3,5,2,0.28636574074,17,-44.33549881,-2.579020023,3
213,30,5,1,0.27812500000,56,-44.33549881,-2.57069993,3
226,22,5,7,0.29601851852,21,-44.33549881,-2.579020023,3
10,27,5,5,0.63702546296,40,-44.33539963,-2.570800066,3
18,27,5,5,0.35744212963,49,-44.33539963,-2.565190077,3
25,27,4,3,0.35146990741,33,-44.33539963,-2.571269989,3
49,10,5,2,0.42440972222,28,-44.33539963,-2.578989983,3
49,23,5,1,0.84027777778,55,-44.33539963,-2.570760012,3
49,25,5,3,0.28315972222,27,-44.33539963,-2.579040051,3
56,11,4,1,0.29752314815,27,-44.33539963,-2.579020023,3
59,27,4,3,0.79380787037,17,-44.33539963,-2.579020023,3
64,2,4,6,0.29290509259,26,-44.33539963,-2.579020023,3
67,25,5,3,0.32750000000,22,-44.33539963,-2.579020023,3
70,17,5,2,0.30525462963,26,-44.33539963,-2.578979969,3
72,1,4,5,0.28984953704,22,-44.33539963,-2.578979969,3
72,28,4,4,0.29600694444,24,-44.33539963,-2.579020023,3
102,18,5,3,0.32077546296,48,-44.33539963,-2.565210104,3
176,22,5,7,0.29447916667,27,-44.33539963,-2.579020023,3
192,29,5,7,0.47594907407,30,-44.33539963,-2.57130003,3
199,22,5,7,0.29552083333,21,-44.33539963,-2.578969955,3
208,28,5,6,0.29612268519,20,-44.33539963,-2.578999996,3
224,1,6,3,0.29807870370,26,-44.33539963,-2.579030037,3
226,3,4,7,0.29681712963,21,-44.33539963,-2.579040051,3
11,9,3,3,0.13101851852,46,-44.33530045,-2.570800066,3
48,26,5,4,0.34902777778,20,-44.33530045,-2.578989983,3
49,22,4,5,0.31219907407,26,-44.33530045,-2.579040051,3
49,28,4,4,0.95636574074,24,-44.33530045,-2.57901001,3
49,1,5,7,0.15174768519,26,-44.33530045,-2.578989983,3
49,25,5,3,0.28319444444,28,-44.33530045,-2.579020023,3
56,27,4,3,0.45982638889,27,-44.33530045,-2.578969955,3
63,25,3,5,0.29912037037,22,-44.33530045,-2.578939915,3
72,4,4,1,0.78997685185,22,-44.33530045,-2.578979969,3
72,9,4,6,0.79500000000,24,-44.33530045,-2.578999996,3
74,26,5,4,0.29763888889,18,-44.33530045,-2.578989983,5
134,27,5,5,0.29645833333,21,-44.33530045,-2.578979969,3
171,11,5,3,0.46857638889,49,-44.33530045,-2.570780039,3
194,1,6,3,0.29289351852,22,-44.33530045,-2.578999996,3
210,9,4,6,0.79795138889,24,-44.33530045,-2.578999996,3
211,5,4,2,0.28803240741,23,-44.33530045,-2.578989983,3
11,8,5,7,0.50280092593,45,-44.33520126,-2.570909977,3
17,20,5,5,0.31281250000,19,-44.33520126,-2.571389914,3
19,26,5,4,0.32467592593,30,-44.33520126,-2.571419954,3
42,3,5,2,0.51105324074,25,-44.33520126,-2.577749968,3
49,16,5,1,0.85648148148,26,-44.33520126,-2.578959942,3
49,24,5,2,0.85495370370,54,-44.33520126,-2.570909977,3
49,27,5,5,0.37027777778,27,-44.33520126,-2.578959942,3
57,18,5,3,0.32238425926,23,-44.33520126,-2.578929901,3
61,30,3,3,0.44807870370,38,-44.33520126,-2.57088995,3
67,29,4,5,0.31969907407,23,-44.33520126,-2.578910112,3
73,26,5,4,0.80283564815,26,-44.33520126,-2.578949928,3
74,2,5,1,0.29571759259,25,-44.33520126,-2.578949928,3
94,21,5,6,0.33299768519,34,-44.33520126,-2.565340042,3
108,27,5,5,0.68112268519,38,-44.33520126,-2.570930004,3
108,27,5,5,0.68134259259,38,-44.33520126,-2.570930004,3
108,27,5,5,0.68137731481,38,-44.33520126,-2.570930004,3
108,27,5,5,0.68157407407,38,-44.33520126,-2.570930004,3
137,16,5,1,0.80564814815,26,-44.33520126,-2.578900099,3
166,2,5,1,0.03561342593,28,-44.33520126,-2.565360069,3
167,30,5,1,0.31049768519,28,-44.33520126,-2.57901001,3
191,30,5,1,0.53553240741,32,-44.33520126,-2.570909977,3
191,1,6,3,0.93792824074,54,-44.33520126,-2.570919991,3
226,6,4,3,0.30393518519,27,-44.33520126,-2.57901001,3
10,20,5,5,0.51384259259,55,-44.33509827,-2.570879936,3
19,21,5,6,0.83282407407,33,-44.33509827,-2.565320015,3
20,3,5,2,0.23000000000,50,-44.33509827,-2.736129999,3
44,21,5,6,0.92143518519,41,-44.33509827,-2.570830107,3
46,21,5,6,0.29159722222,42,-44.33509827,-2.571010113,5
47,24,5,2,0.29428240741,23,-44.33509827,-2.578890085,3
49,20,4,3,0.30994212963,27,-44.33509827,-2.578959942,3
49,21,4,4,0.34568287037,27,-44.33509827,-2.578959942,3
49,3,5,2,0.98456018519,23,-44.33509827,-2.578929901,3
49,11,5,3,0.27012731481,28,-44.33509827,-2.578880072,3
90,20,4,3,0.33546296296,21,-44.33509827,-2.565380096,3
117,28,5,6,0.29986111111,28,-44.33509827,-2.578919888,3
166,15,5,7,0.40322916667,48,-44.33509827,-2.570950031,3
167,28,5,6,0.59913194444,29,-44.33509827,-2.578939915,3
179,31,5,2,0.29108796296,18,-44.33509827,-2.578919888,3
210,1,4,5,0.28922453704,27,-44.33509827,-2.578939915,3
226,24,5,2,0.79981481481,26,-44.33509827,-2.578910112,3
10,19,3,6,0.37629629630,47,-44.33499908,-2.571079969,3
11,27,5,5,0.98877314815,33,-44.33499908,-2.571500063,3
12,2,5,1,0.76546296296,21,-44.33499908,-2.577749968,3
28,17,5,2,0.49472222222,46,-44.33499908,-2.571039915,3
46,23,5,1,0.83134259259,39,-44.33499908,-2.565340042,3
47,24,5,2,0.29623842593,24,-44.33499908,-2.578870058,3
49,27,4,3,0.14423611111,22,-44.33499908,-2.578860044,3
49,29,4,5,0.27780092593,27,-44.33499908,-2.578929901,3
49,29,4,5,0.70377314815,28,-44.33499908,-2.578860044,3
49,3,5,2,0.35709490741,28,-44.33499908,-2.578939915,3
49,10,5,2,0.31204861111,29,-44.33499908,-2.578890085,3
49,10,5,2,0.75503472222,24,-44.33499908,-2.578969955,3
49,16,5,1,0.50128472222,28,-44.33499908,-2.578890085,3
63,31,3,4,0.83142361111,27,-44.33499908,-2.565350056,3
64,24,5,2,0.28936342593,22,-44.33499908,-2.578830004,3
151,29,5,7,0.70559027778,46,-44.33499908,-2.571019888,3
156,30,5,1,0.57072916667,56,-44.33499908,-2.570980072,3
187,29,5,7,0.43888888889,55,-44.33499908,-2.571010113,3
211,5,4,2,0.28620370370,18,-44.33499908,-2.578890085,3
226,22,5,7,0.29613425926,16,-44.33499908,-2.578890085,3
10,24,5,2,0.44334490741,45,-44.3348999,-2.571039915,3
29,8,5,7,0.57593750000,27,-44.3348999,-2.578840017,3
49,3,5,2,0.92442129630,28,-44.3348999,-2.578880072,3
49,10,5,2,0.33225694444,26,-44.3348999,-2.578870058,3
49,11,5,3,0.42268518519,25,-44.3348999,-2.578809977,3
49,19,5,4,0.28119212963,29,-44.3348999,-2.578860044,3
63,2,4,6,0.81387731481,23,-44.3348999,-2.578860044,3
74,26,5,4,0.29776620370,17,-44.3348999,-2.578850031,3
96,19,5,4,0.71734953704,26,-44.3348999,-2.565370083,3
148,18,5,3,0.75817129630,49,-44.3348999,-2.571069956,3
170,13,5,5,0.76065972222,50,-44.3348999,-2.736289978,3
199,28,5,6,0.29482638889,23,-44.3348999,-2.578870058,3
209,19,5,4,0.27803240741,55,-44.3348999,-2.593290091,3
7,17,5,2,0.36350694444,32,-44.33480072,-2.57171011,3
9,8,4,5,0.37785879630,42,-44.33480072,-2.571140051,3
9,27,5,5,0.30783564815,37,-44.33480072,-2.571680069,3
10,3,5,2,0.38246527778,52,-44.33480072,-2.57111001,3
10,9,5,1,0.77207175926,53,-44.33480072,-2.57111001,3
10,15,5,7,0.75311342593,52,-44.33480072,-2.571160078,3
11,22,5,7,0.15817129630,23,-44.33480072,-2.571650028,3
11,27,5,5,0.98149305556,41,-44.33480072,-2.571120024,3
39,9,4,6,0.88987268519,27,-44.33480072,-2.571140051,3
47,24,4,7,0.79563657407,18,-44.33480072,-2.578830004,3
49,7,5,6,0.95468750000,26,-44.33480072,-2.578880072,3
49,11,5,3,0.85048611111,28,-44.33480072,-2.578890085,3
49,18,5,3,0.28085648148,28,-44.33480072,-2.578860044,3
49,24,5,2,0.90042824074,55,-44.33480072,-2.571120024,3
49,27,5,5,0.52362268519,29,-44.33480072,-2.578870058,3
56,25,5,3,0.27416666667,56,-44.33480072,-2.736079931,3
63,2,4,6,0.29017361111,29,-44.33480072,-2.578870058,3
63,4,4,1,0.35737268519,27,-44.33480072,-2.578840017,3
91,19,5,4,0.33189814815,29,-44.33480072,-2.56539011,3
186,1,6,3,0.32994212963,38,-44.33480072,-2.571660042,3
191,31,5,2,0.50851851852,44,-44.33480072,-2.571199894,3
191,31,5,2,0.70855324074,32,-44.33480072,-2.571640015,3
199,24,5,2,0.29274305556,28,-44.33480072,-2.57881999,3
210,16,4,6,0.29903935185,18,-44.33480072,-2.578840017,3
217,1,6,3,0.72195601852,48,-44.33480072,-2.593640089,3
226,19,3,6,0.29567129630,25,-44.33480072,-2.578799963,3
226,8,4,5,0.80116898148,25,-44.33480072,-2.578830004,3
10,11,5,3,0.50625000000,57,-44.33470154,-2.571170092,3
10,15,5,7,0.01244212963,56,-44.33470154,-2.571190119,3
10,27,5,5,0.53109953704,33,-44.33470154,-2.571700096,3
16,5,4,2,0.67861111111,24,-44.33470154,-2.578789949,3
20,30,4,6,0.79151620370,30,-44.33470154,-2.578759909,3
25,27,5,5,0.57395833333,30,-44.33470154,-2.571700096,3
30,7,5,6,0.62403935185,57,-44.33470154,-2.565229893,3
32,14,5,6,0.31555555556,38,-44.33470154,-2.593450069,3
46,2,4,6,0.78869212963,47,-44.33470154,-2.571180105,3
49,28,4,4,0.39511574074,29,-44.33470154,-2.578809977,3
49,28,4,4,0.61659722222,30,-44.33470154,-2.578809977,3
49,28,4,4,0.61708333333,30,-44.33470154,-2.578809977,3
49,16,5,1,0.67031250000,29,-44.33470154,-2.578900099,3
49,16,5,1,0.79274305556,26,-44.33470154,-2.578769922,3
49,18,5,3,0.30346064815,28,-44.33470154,-2.578769922,3
73,27,5,5,0.28751157407,19,-44.33470154,-2.557719946,3
107,5,5,4,0.32752314815,40,-44.33470154,-2.565229893,3
108,6,5,5,0.68359953704,43,-44.33470154,-2.571120024,3
156,30,5,1,0.87504629630,38,-44.33470154,-2.571680069,3
160,3,4,7,0.29509259259,20,-44.33470154,-2.578779936,3
163,1,6,3,0.68395833333,30,-44.33470154,-2.571719885,3
167,30,5,1,0.97954861111,27,-44.33470154,-2.578769922,3
167,31,5,2,0.92460648148,26,-44.33470154,-2.578840017,3
179,31,5,2,0.30836805556,25,-44.33470154,-2.578799963,3
211,31,5,2,0.28538194444,21,-44.33470154,-2.578789949,3
211,17,5,2,0.28714120370,25,-44.33470154,-2.578779936,5
226,23,3,3,0.29712962963,28,-44.33470154,-2.578840017,3
10,24,5,2,0.28200231481,51,-44.33459854,-2.571229935,3
11,1,3,2,0.19355324074,45,-44.33459854,-2.571180105,3
17,10,5,2,0.93843750000,24,-44.33459854,-2.578799963,3
19,26,5,4,0.31383101852,33,-44.33459854,-2.571759939,3
35,5,5,4,0.90737268519,57,-44.33459854,-2.571229935,3
39,4,5,3,0.29937500000,57,-44.33459854,-2.571219921,3
46,17,4,7,0.28396990741,46,-44.33459854,-2.571229935,3
47,24,5,2,0.54329861111,54,-44.33459854,-2.571219921,3
49,6,5,5,0.47408564815,29,-44.33459854,-2.578799963,3
49,15,5,7,0.03002314815,28,-44.33459854,-2.578830004,3
49,17,5,2,0.82481481481,28,-44.33459854,-2.578759909,3
64,23,5,1,0.28940972222,20,-44.33459854,-2.578690052,3
73,15,4,5,0.30002314815,28,-44.33459854,-2.578799963,3
160,16,5,1,0.79013888889,24,-44.33459854,-2.578840017,3
176,19,3,6,0.29327546296,24,-44.33459854,-2.578779936,3
191,30,5,1,0.46875000000,38,-44.33459854,-2.57178998,3
210,20,5,5,0.78861111111,24,-44.33459854,-2.578799963,3
211,19,4,2,0.28712962963,19,-44.33459854,-2.578749895,3
226,20,5,5,0.79604166667,21,-44.33459854,-2.578830004,3
226,21,5,6,0.30069444444,19,-44.33459854,-2.578769922,3
10,10,5,2,0.13648148148,37,-44.33449936,-2.571850061,3
10,24,5,2,0.23942129630,35,-44.33449936,-2.571830034,3
10,27,5,5,0.03050925926,42,-44.33449936,-2.571320057,3
12,22,5,7,0.44881944444,32,-44.33449936,-2.571820021,3
18,23,5,1,0.31194444444,55,-44.33449936,-2.593600035,3
24,22,5,7,0.29434027778,23,-44.33449936,-2.578730106,3
47,21,5,6,0.29674768519,21,-44.33449936,-2.578779936,3
47,24,5,2,0.29633101852,23,-44.33449936,-2.578769922,5
49,16,5,1,0.54709490741,28,-44.33449936,-2.578720093,3
49,20,5,5,0.81278935185,18,-44.33449936,-2.578739882,3
49,21,5,6,0.79111111111,28,-44.33449936,-2.578789949,3
54,13,5,5,0.54980324074,26,-44.33449936,-2.578759909,3
61,30,4,6,0.50490740741,26,-44.33449936,-2.578759909,3
63,7,4,4,0.29756944444,24,-44.33449936,-2.57881999,3
73,17,4,7,0.30098379630,25,-44.33449936,-2.578759909,3
131,25,5,3,0.31628472222,23,-44.33449936,-2.578749895,3
168,1,6,3,0.38650462963,29,-44.33449936,-2.571810007,3
169,28,5,6,0.88678240741,42,-44.33449936,-2.57130003,3
170,22,4,5,0.76625000000,51,-44.33449936,-2.73567009,3
176,22,4,5,0.30358796296,26,-44.33449936,-2.578779936,3
197,5,5,4,0.78693287037,20,-44.33449936,-2.578799963,3
210,24,5,2,0.29216435185,23,-44.33449936,-2.578759909,3
211,3,4,7,0.28652777778,17,-44.33449936,-2.578789949,3
15,21,5,6,0.66797453704,40,-44.33440018,-2.571929932,3
21,24,5,2,0.28240740741,58,-44.33440018,-2.571369886,3
28,4,5,3,0.50494212963,36,-44.33440018,-2.57133007,5
49,15,4,5,0.34752314815,27,-44.33440018,-2.578730106,3
49,21,4,4,0.35993055556,29,-44.33440018,-2.578660011,3
49,23,4,6,0.92381944444,27,-44.33440018,-2.578690052,3
49,25,4,1,0.91471064815,26,-44.33440018,-2.578710079,3
49,30,4,6,0.27284722222,28,-44.33440018,-2.578749895,3
49,7,5,6,0.25765046296,27,-44.33440018,-2.578720093,3
49,27,5,5,0.33818287037,28,-44.33440018,-2.578710079,3
58,25,5,3,0.31905092593,29,-44.33440018,-2.578759909,3
62,18,5,3,0.32164351852,29,-44.33440018,-2.578759909,3
63,4,4,1,0.39773148148,30,-44.33440018,-2.578759909,3
64,2,4,6,0.29307870370,20,-44.33440018,-2.578739882,3
64,4,4,1,0.81018518519,27,-44.33440018,-2.578739882,3
72,5,4,2,0.79679398148,23,-44.33440018,-2.578720093,3
72,10,4,7,0.28739583333,20,-44.33440018,-2.578739882,3
73,21,4,4,0.29810185185,24,-44.33440018,-2.578759909,3
81,25,5,3,0.49079861111,21,-44.33440018,-2.57772994,3
88,16,5,1,0.28340277778,27,-44.33440018,-2.578789949,3
145,27,5,5,0.70826388889,37,-44.33440018,-2.571810007,3
167,29,5,7,0.66209490741,24,-44.33440018,-2.578730106,3
210,15,5,7,0.29293981481,17,-44.33440018,-2.578730106,3
226,19,3,6,0.75973379630,52,-44.33440018,-2.571439981,3
226,11,4,1,0.79109953704,18,-44.33440018,-2.578710079,3
10,15,5,7,0.55798611111,37,-44.33430099,-2.571939945,3
11,10,5,2,0.11291666667,34,-44.33430099,-2.57201004,3
11,13,5,5,0.42631944444,40,-44.33430099,-2.571909904,3
49,29,4,5,0.89046296296,28,-44.33430099,-2.578749895,3
49,10,5,2,0.52255787037,29,-44.33430099,-2.578730106,3
49,21,5,6,0.32328703704,29,-44.33430099,-2.578759909,3
49,21,5,6,0.32848379630,54,-44.33430099,-2.571409941,3
49,27,5,5,0.32395833333,28,-44.33430099,-2.578690052,3
63,29,3,2,0.30064814815,19,-44.33430099,-2.578759909,3
64,24,3,4,0.79472222222,20,-44.33430099,-2.578739882,3
71,18,5,3,0.65638888889,34,-44.33430099,-2.57198,3
72,28,4,4,0.78903935185,22,-44.33430099,-2.578690052,3
72,25,5,3,0.29084490741,24,-44.33430099,-2.578730106,3
72,26,5,4,0.31087962963,24,-44.33430099,-2.578769922,3
75,18,5,3,0.70962962963,34,-44.33430099,-2.571959972,3
80,21,4,4,0.06530092593,32,-44.33430099,-2.571490049,3
94,11,5,3,0.34157407407,50,-44.33430099,-2.571530104,3
150,18,3,5,0.55084490741,40,-44.33430099,-2.571919918,3
150,1,5,7,0.80740740741,19,-44.33430099,-2.565459967,3
153,28,5,6,0.12201388889,39,-44.33430099,-2.571439981,3
167,31,5,2,0.28344907407,29,-44.33430099,-2.578769922,3
171,11,5,3,0.33930555556,21,-44.33430099,-2.565439939,3
176,5,5,4,0.30097222222,30,-44.33430099,-2.578769922,3
199,28,3,1,0.29459490741,20,-44.33430099,-2.578720093,3
201,20,5,5,0.32670138889,53,-44.33430099,-2.593869925,3
210,24,5,2,0.29218750000,21,-44.33430099,-2.578730106,3
226,13,4,3,0.80494212963,24,-44.33430099,-2.578749895,3
226,1,5,7,0.29855324074,25,-44.33430099,-2.578700066,3
226,24,5,2,0.29685185185,23,-44.33430099,-2.578769922,3
226,25,5,3,0.30134259259,28,-44.33430099,-2.578720093,3
4,15,5,7,0.69300925926,36,-44.33420181,-2.571990013,3
17,24,5,2,0.94298611111,24,-44.33420181,-2.578779936,3
18,11,5,3,0.32394675926,48,-44.33420181,-2.565330029,3
18,23,5,1,0.76105324074,20,-44.33420181,-2.565459967,3
29,16,5,1,0.61601851852,37,-44.33420181,-2.572020054,3
46,26,5,4,0.28994212963,38,-44.33420181,-2.571530104,3
47,23,4,6,0.30329861111,30,-44.33420181,-2.578720093,3
49,12,4,2,0.32637731481,25,-44.33420181,-2.578710079,3
49,18,4,1,0.89785879630,27,-44.33420181,-2.578779936,3
49,7,5,6,0.35908564815,28,-44.33420181,-2.578720093,3
49,15,5,7,0.56035879630,27,-44.33420181,-2.578710079,3
49,25,5,3,0.60305555556,25,-44.33420181,-2.578670025,3
49,27,5,5,0.74931712963,30,-44.33420181,-2.578680038,3
70,6,5,5,0.29347222222,27,-44.33420181,-2.578720093,3
70,9,5,1,0.79288194444,25,-44.33420181,-2.578720093,3
70,17,5,2,0.30315972222,20,-44.33420181,-2.578680038,3
73,7,5,6,0.79172453704,23,-44.33420181,-2.578670025,3
80,25,4,1,0.27866898148,22,-44.33420181,-2.564470053,3
109,20,5,5,0.36452546296,45,-44.33420181,-2.571449995,3
145,20,5,5,0.77983796296,46,-44.33420181,-2.571490049,3
167,31,5,2,0.75555555556,27,-44.33420181,-2.578690052,3
170,18,4,1,0.77875000000,43,-44.33420181,-2.593729973,3
199,23,3,3,0.29619212963,27,-44.33420181,-2.578710079,3
202,13,5,5,0.49728009259,41,-44.33420181,-2.571409941,3
209,31,5,2,0.40579861111,28,-44.33420181,-2.578700066,3
11,21,3,1,0.14944444444,43,-44.33409882,-2.571480036,3
11,28,4,4,0.96990740741,30,-44.33409882,-2.572079897,3
28,10,5,2,0.31568287037,16,-44.33409882,-2.577790022,3
49,20,4,3,0.81158564815,28,-44.33409882,-2.578639984,3
49,4,5,3,0.32350694444,26,-44.33409882,-2.578700066,3
54,13,5,5,0.54987268519,27,-44.33409882,-2.578680038,3
55,13,5,5,0.51922453704,45,-44.33409882,-2.571530104,3
56,23,4,6,0.29572916667,28,-44.33409882,-2.578710079,3
56,27,5,5,0.48962962963,40,-44.33409882,-2.571540117,3
59,9,4,6,0.32628472222,52,-44.33409882,-2.571549892,3
64,28,3,1,0.28550925926,23,-44.33409882,-2.578720093,3
66,7,5,6,0.32556712963,18,-44.33409882,-2.565560102,3
66,26,5,4,0.32359953704,23,-44.33409882,-2.568969965,3
72,17,5,2,0.30444444444,27,-44.33409882,-2.578670025,3
79,8,3,2,0.29399305556,20,-44.33409882,-2.578629971,3
144,10,5,2,0.90483796296,49,-44.33409882,-2.571500063,3
156,30,5,1,0.70685185185,37,-44.33409882,-2.572069883,3
188,22,5,7,0.30084490741,54,-44.33409882,-2.571579933,3
199,6,4,3,0.79991898148,23,-44.33409882,-2.578670025,3
199,21,4,4,0.29873842593,26,-44.33409882,-2.578700066,3
210,8,5,7,0.79726851852,20,-44.33409882,-2.578710079,3
226,19,3,6,0.29579861111,22,-44.33409882,-2.578660011,3
226,12,4,2,0.79679398148,19,-44.33409882,-2.578649998,3
226,28,5,6,0.29766203704,26,-44.33409882,-2.578660011,3
9,10,5,2,0.38790509259,35,-44.33399963,-2.572139978,3
10,3,5,2,0.25902777778,53,-44.33399963,-2.571630001,3
11,13,5,5,0.42628472222,38,-44.33399963,-2.572050095,3
19,26,5,4,0.78363425926,57,-44.33399963,-2.571630001,3
36,26,5,4,0.60714120370,41,-44.33399963,-2.565350056,3
