idveiculo,dia,mes,diadasemana,hora,Velocidade,Longitude,Latitude,Eventos
37,18,5,3,0.36621527778,39,-44.32839966,-2.572459936,3
38,19,3,6,0.36699074074,34,-44.32839966,-2.572429895,3
39,25,4,1,0.31083333333,27,-44.32839966,-2.574259996,3
39,24,5,2,0.77005787037,28,-44.32839966,-2.574229956,3
42,11,5,3,0.51575231481,35,-44.32839966,-2.57246995,3
42,12,5,4,0.02717592593,31,-44.32839966,-2.572669983,3
42,13,5,5,0.55574074074,30,-44.32839966,-2.572649956,3
42,14,5,6,0.64331018519,29,-44.32839966,-2.574939966,3
42,20,5,5,0.29083333333,53,-44.32839966,-2.583199978,3
42,26,5,4,0.43394675926,35,-44.32839966,-2.572700024,3
47,14,3,1,0.32451388889,21,-44.32839966,-2.574899912,3
48,24,5,2,0.34454861111,27,-44.32839966,-2.578190088,3
49,18,4,1,0.81703703704,37,-44.32839966,-2.572580099,3
49,20,4,3,0.28973379630,37,-44.32839966,-2.572639942,3
49,28,4,4,0.30306712963,36,-44.32839966,-2.578239918,3
49,17,5,2,0.77557870370,51,-44.32839966,-2.583090067,3
49,24,5,2,0.82199074074,30,-44.32839966,-2.574860096,3
49,26,5,4,0.30129629630,32,-44.32839966,-2.578279972,3
49,26,5,4,0.69650462963,26,-44.32839966,-2.574889898,3
53,12,4,2,0.50231481481,37,-44.32839966,-2.572720051,3
53,30,4,6,0.63386574074,26,-44.32839966,-2.574959993,3
53,26,5,4,0.31875000000,34,-44.32839966,-2.572510004,3
54,8,4,5,0.69009259259,56,-44.32839966,-2.596529961,3
56,19,5,4,0.53785879630,48,-44.32839966,-2.583179951,3
56,24,5,2,0.27644675926,55,-44.32839966,-2.727530003,3
56,26,5,4,0.52504629630,40,-44.32839966,-2.583250046,3
57,7,4,4,0.48440972222,19,-44.32839966,-2.574259996,3
59,19,5,4,0.53936342593,26,-44.32839966,-2.578219891,1
60,18,5,3,0.32805555556,35,-44.32839966,-2.574899912,3
61,23,3,3,0.31584490741,38,-44.32839966,-2.572770119,3
63,24,5,2,0.27884259259,38,-44.32839966,-2.594820023,3
64,6,4,3,0.29015046296,35,-44.32839966,-2.572760105,3
78,22,5,7,0.34899305556,57,-44.32839966,-2.566009998,3
79,22,4,5,0.68285879630,33,-44.32839966,-2.572659969,3
80,24,3,4,0.28877314815,17,-44.32839966,-2.565920115,3
80,21,4,4,0.72884259259,36,-44.32839966,-2.572710037,3
83,5,5,4,0.28567129630,24,-44.32839966,-2.574229956,3
85,5,5,4,0.28313657407,36,-44.32839966,-2.572700024,3
89,25,3,5,0.78079861111,36,-44.32839966,-2.574860096,3
90,31,3,4,0.78579861111,26,-44.32839966,-2.572710037,3
90,1,4,5,0.28449074074,20,-44.32839966,-2.574229956,3
118,17,5,2,0.43936342593,49,-44.32839966,-2.583250046,3
141,30,5,1,0.98689814815,22,-44.32839966,-2.574820042,3
143,28,5,6,0.82324074074,28,-44.32839966,-2.57487011,3
144,1,5,7,0.66434027778,22,-44.32839966,-2.574970007,3
144,1,5,7,0.71570601852,27,-44.32839966,-2.574879885,3
144,21,5,6,0.79325231481,35,-44.32839966,-2.572730064,3
154,19,5,4,0.53817129630,31,-44.32839966,-2.572720051,3
156,31,5,2,0.23587962963,28,-44.32839966,-2.574249983,3
166,2,5,1,0.36320601852,36,-44.32839966,-2.574840069,3
166,22,5,7,0.10737268519,37,-44.32839966,-2.572609901,3
167,31,5,2,0.29899305556,37,-44.32839966,-2.578269958,3
169,28,5,6,0.80966435185,27,-44.32839966,-2.57427001,3
172,11,5,3,0.50688657407,30,-44.32839966,-2.57487011,3
186,29,5,7,0.80826388889,32,-44.32839966,-2.572550058,3
188,24,5,2,0.37493055556,23,-44.32839966,-2.57494998,3
191,1,6,3,0.93932870370,29,-44.32839966,-2.574919939,3
194,28,5,6,0.59084490741,33,-44.32839966,-2.572609901,3
197,25,5,3,0.28844907407,31,-44.32839966,-2.574820042,3
199,24,3,4,0.30050925926,43,-44.32839966,-2.583189964,3
199,11,4,1,0.79202546296,32,-44.32839966,-2.572639942,3
199,6,5,5,0.82410879630,33,-44.32839966,-2.574919939,3
202,8,4,5,0.57964120370,33,-44.32839966,-2.572550058,3
209,12,5,4,0.42928240741,37,-44.32839966,-2.574909925,3
209,14,5,6,0.27557870370,37,-44.32839966,-2.574879885,3
209,21,5,6,0.27138888889,35,-44.32839966,-2.572659969,3
210,1,4,5,0.33020833333,49,-44.32839966,-2.565939903,3
214,30,5,1,0.63268518519,46,-44.32839966,-2.596509933,3
218,28,5,6,0.37803240741,31,-44.32839966,-2.574209929,3
222,1,6,3,0.68716435185,28,-44.32839966,-2.572619915,3
226,31,3,4,0.30179398148,47,-44.32839966,-2.583209991,3
226,23,5,1,0.29663194444,56,-44.32839966,-2.583240032,3
226,25,5,3,0.30375000000,56,-44.32839966,-2.583209991,3
228,31,5,2,0.75343750000,37,-44.32839966,-2.57249999,3
229,20,5,5,0.55593750000,30,-44.32839966,-2.572609901,3
2,19,5,4,0.43640046296,49,-44.32830048,-2.565949917,3
4,27,5,5,0.42699074074,23,-44.32830048,-2.574239969,3
10,8,5,7,0.96876157407,27,-44.32830048,-2.574239969,3
10,26,5,4,0.60645833333,29,-44.32830048,-2.574300051,3
11,8,5,7,0.87146990741,20,-44.32830048,-2.574249983,3
12,6,5,5,0.26905092593,28,-44.32830048,-2.574929953,3
12,15,5,7,0.46554398148,31,-44.32830048,-2.57249999,3
15,18,5,3,0.77659722222,32,-44.32830048,-2.57475996,3
15,24,5,2,0.53759259259,28,-44.32830048,-2.565890074,3
19,26,5,4,0.42435185185,31,-44.32830048,-2.57427001,3
19,27,5,5,0.88461805556,35,-44.32830048,-2.594969988,3
21,17,5,2,0.38010416667,33,-44.32830048,-2.594939947,3
22,7,5,6,0.40375000000,31,-44.32830048,-2.57427001,3
22,22,5,7,0.58832175926,25,-44.32830048,-2.574259996,3
25,30,4,6,0.32604166667,33,-44.32830048,-2.572920084,3
27,29,4,5,0.80583333333,34,-44.32830048,-2.572969913,3
27,25,5,3,0.81030092593,29,-44.32830048,-2.575939894,5
28,4,5,3,0.52284722222,33,-44.32830048,-2.572829962,3
28,10,5,2,0.49179398148,18,-44.32830048,-2.574259996,3
28,13,5,5,0.38958333333,40,-44.32830048,-2.594880104,3
28,10,5,2,0.48734953704,33,-44.32830048,-2.572760105,5
29,12,5,4,0.78736111111,25,-44.32830048,-2.574670076,3
30,28,4,4,0.65370370370,34,-44.32830048,-2.594949961,3
35,8,4,5,0.26818287037,26,-44.32830048,-2.574779987,3
37,12,4,2,0.65850694444,38,-44.32830048,-2.572659969,3
37,20,5,5,0.54944444444,17,-44.32830048,-2.574300051,3
37,21,5,6,0.03318287037,34,-44.32830048,-2.572829962,3
39,9,4,6,0.72965277778,21,-44.32830048,-2.57427001,3
39,26,4,2,0.69813657407,36,-44.32830048,-2.572649956,3
40,25,4,1,0.32774305556,36,-44.32830048,-2.572789907,3
44,2,5,1,0.42337962963,16,-44.32830048,-2.574330091,3
46,22,4,5,0.28920138889,21,-44.32830048,-2.574249983,3
46,22,4,5,0.79553240741,23,-44.32830048,-2.57427001,3
46,10,5,2,0.78958333333,37,-44.32830048,-2.572730064,3
46,11,5,3,0.78953703704,33,-44.32830048,-2.572809935,3
48,13,5,5,0.34155092593,32,-44.32830048,-2.572730064,3
49,16,4,6,0.78144675926,23,-44.32830048,-2.574599981,3
49,26,4,2,0.68000000000,19,-44.32830048,-2.574749947,3
49,27,4,3,0.22542824074,29,-44.32830048,-2.574229956,3
49,29,4,5,0.79415509259,26,-44.32830048,-2.574790001,3
49,29,4,5,0.95518518519,39,-44.32830048,-2.583220005,3
49,30,4,6,0.89163194444,29,-44.32830048,-2.573009968,3
49,4,5,3,0.35407407407,54,-44.32830048,-2.583329916,3
49,19,5,4,0.34748842593,21,-44.32830048,-2.574239969,3
49,24,5,2,0.82159722222,34,-44.32830048,-2.5729599,3
49,24,5,2,0.82993055556,29,-44.32830048,-2.574820042,3
49,27,5,5,0.74651620370,29,-44.32830048,-2.57475996,3
53,13,4,3,0.64914351852,23,-44.32830048,-2.57475996,3
56,24,5,2,0.69473379630,36,-44.32830048,-2.597059965,3
57,24,5,2,0.64202546296,28,-44.32830048,-2.574820042,3
58,24,5,2,0.49921296296,36,-44.32830048,-2.5729599,3
59,13,4,3,0.64206018519,33,-44.32830048,-2.574790001,3
60,1,4,5,0.29943287037,31,-44.32830048,-2.574830055,3
60,20,4,3,0.32025462963,34,-44.32830048,-2.572779894,3
60,24,5,2,0.68820601852,33,-44.32830048,-2.572789907,3
60,27,5,5,0.68918981481,31,-44.32830048,-2.572809935,3
66,20,5,5,0.30312500000,19,-44.32830048,-2.574820042,3
67,29,3,2,0.54724537037,33,-44.32830048,-2.572829962,3
70,1,5,7,0.29862268519,25,-44.32830048,-2.574749947,3
71,5,4,2,0.69163194444,34,-44.32830048,-2.572829962,3
73,15,4,5,0.33440972222,28,-44.32830048,-2.572730064,5
77,13,5,5,0.37935185185,29,-44.32830048,-2.572829962,3
79,25,4,1,0.39153935185,35,-44.32830048,-2.572979927,3
80,3,5,2,0.72084490741,26,-44.32830048,-2.57475996,3
80,7,5,6,0.66959490741,36,-44.32830048,-2.572619915,3
83,22,4,5,0.28591435185,22,-44.32830048,-2.574300051,3
84,25,5,3,0.33461805556,53,-44.32830048,-2.565890074,3
85,3,5,2,0.79369212963,35,-44.32830048,-2.57291007,3
90,31,3,4,0.78613425926,18,-44.32830048,-2.574280024,3
90,2,4,6,0.28168981481,36,-44.32830048,-2.572849989,3
93,21,5,6,0.29270833333,22,-44.32830048,-2.574280024,3
116,29,5,7,0.29938657407,36,-44.32830048,-2.572829962,3
116,30,5,1,0.79237268519,26,-44.32830048,-2.574739933,3
142,29,5,7,0.77988425926,32,-44.32830048,-2.57269001,3
143,28,5,6,0.28655092593,31,-44.32830048,-2.574779987,3
143,28,5,6,0.83811342593,29,-44.32830048,-2.57475996,3
144,30,4,6,0.90569444444,28,-44.32830048,-2.574800014,3
144,1,5,7,0.27798611111,44,-44.32830048,-2.583230019,3
144,1,5,7,0.71768518519,39,-44.32830048,-2.583260059,3
144,1,5,7,0.93769675926,25,-44.32830048,-2.57269001,3
144,2,5,1,0.56528935185,35,-44.32830048,-2.572720051,3
148,5,4,2,0.73635416667,27,-44.32830048,-2.572669983,3
154,2,5,1,0.88921296296,47,-44.32830048,-2.583260059,3
156,30,5,1,0.21549768519,19,-44.32830048,-2.574769974,3
156,31,5,2,0.23565972222,37,-44.32830048,-2.574860096,3
166,22,5,7,0.53533564815,54,-44.32830048,-2.596659899,3
170,10,5,2,0.25888888889,62,-44.32830048,-2.727169991,3
171,26,5,4,0.38858796296,34,-44.32830048,-2.572789907,3
176,24,4,7,0.32200231481,50,-44.32830048,-2.5832901,3
179,31,5,2,0.31067129630,53,-44.32830048,-2.583260059,3
188,20,5,5,0.80268518519,31,-44.32830048,-2.574790001,3
191,28,5,6,0.50383101852,36,-44.32830048,-2.57475996,3
191,30,5,1,0.37950231481,30,-44.32830048,-2.574820042,3
191,1,6,3,0.96164351852,25,-44.32830048,-2.574779987,3
201,7,5,6,0.65258101852,47,-44.32830048,-2.583309889,3
201,27,5,5,0.78989583333,35,-44.32830048,-2.572870016,3
202,22,5,7,0.50151620370,30,-44.32830048,-2.572799921,3
202,31,5,2,0.41827546296,49,-44.32830048,-2.583400011,3
209,6,5,5,0.27043981481,38,-44.32830048,-2.572779894,3
209,6,5,5,0.34458333333,26,-44.32830048,-2.574229956,3
209,12,5,4,0.39266203704,34,-44.32830048,-2.572819948,3
209,14,5,6,0.66129629630,38,-44.32830048,-2.572669983,3
209,17,5,2,0.30771990741,20,-44.32830048,-2.572949886,3
209,31,5,2,0.27453703704,31,-44.32830048,-2.574810028,3
209,31,5,2,0.47068287037,52,-44.32830048,-2.583329916,3
210,14,4,4,0.29214120370,42,-44.32830048,-2.583389997,3
210,27,5,5,0.82803240741,38,-44.32830048,-2.572669983,3
211,6,4,3,0.32885416667,27,-44.32830048,-2.574830055,3
226,8,4,5,0.80339120370,55,-44.32830048,-2.583329916,3
226,31,5,2,0.79107638889,26,-44.32830048,-2.574779987,3
228,29,5,7,0.43440972222,27,-44.32830048,-2.574959993,3
10,3,5,2,0.26957175926,32,-44.32820129,-2.572949886,3
10,10,5,2,0.08736111111,21,-44.32820129,-2.574589968,3
11,7,3,1,0.10896990741,27,-44.32820129,-2.574219942,3
12,22,5,7,0.35053240741,28,-44.32820129,-2.572940111,3
16,6,4,3,0.59527777778,19,-44.32820129,-2.574719906,3
19,21,5,6,0.83408564815,39,-44.32820129,-2.565939903,3
20,25,4,1,0.78289351852,36,-44.32820129,-2.594899893,3
21,23,5,1,0.44894675926,34,-44.32820129,-2.573050022,3
22,19,4,2,0.28878472222,30,-44.32820129,-2.573060036,3
22,20,5,5,0.49319444444,23,-44.32820129,-2.575930119,3
23,8,5,7,0.27143518519,35,-44.32820129,-2.572829962,3
27,9,5,1,0.43893518519,36,-44.32820129,-2.572730064,3
27,20,5,5,0.41712962963,15,-44.32820129,-2.574280024,3
28,11,5,3,0.48988425926,28,-44.32820129,-2.574729919,3
30,20,4,3,0.30709490741,54,-44.32820129,-2.583379984,3
30,7,5,6,0.62125000000,33,-44.32820129,-2.574650049,3
30,27,5,5,0.48027777778,17,-44.32820129,-2.574290037,3
35,12,5,4,0.34332175926,21,-44.32820129,-2.574259996,3
37,5,5,4,0.69328703704,52,-44.32820129,-2.583410025,3
37,9,5,1,0.67182870370,30,-44.32820129,-2.572819948,3
37,9,5,1,0.68792824074,29,-44.32820129,-2.572760105,3
39,29,4,5,0.70662037037,29,-44.32820129,-2.572979927,3
39,25,5,3,0.73982638889,21,-44.32820129,-2.574320078,3
40,3,4,7,0.79908564815,36,-44.32820129,-2.572949886,3
40,4,4,1,0.29137731481,38,-44.32820129,-2.57288003,3
41,25,5,3,0.61741898148,32,-44.32820129,-2.57291007,3
42,12,5,4,0.04791666667,38,-44.32820129,-2.58336997,3
42,26,5,4,0.44771990741,28,-44.32820129,-2.574660063,3
42,26,5,4,0.73818287037,27,-44.32820129,-2.572809935,3
47,18,4,1,0.29243055556,27,-44.32820129,-2.574609995,3
47,25,5,3,0.82591435185,29,-44.32820129,-2.57288003,3
48,21,5,6,0.82901620370,30,-44.32820129,-2.572839975,3
48,24,5,2,0.87567129630,36,-44.32820129,-2.572949886,3
49,13,4,3,0.88721064815,29,-44.32820129,-2.574630022,3
49,18,4,1,0.32736111111,28,-44.32820129,-2.574700117,3
49,4,5,3,0.56047453704,54,-44.32820129,-2.583420038,3
49,4,5,3,0.68023148148,29,-44.32820129,-2.572809935,3
49,6,5,5,0.29269675926,37,-44.32820129,-2.572969913,3
49,20,5,5,0.01128472222,53,-44.32820129,-2.583359957,3
52,19,4,2,0.32740740741,36,-44.32820129,-2.572720051,3
54,26,4,2,0.55731481481,25,-44.32820129,-2.5729599,3
54,21,5,6,0.45181712963,27,-44.32820129,-2.574650049,3
56,11,4,1,0.29990740741,52,-44.32820129,-2.583430052,3
56,27,4,3,0.67951388889,31,-44.32820129,-2.574620008,3
60,26,5,4,0.65806712963,29,-44.32820129,-2.574620008,3
63,19,4,2,0.28682870370,35,-44.32820129,-2.595010042,3
64,31,3,4,0.28825231481,39,-44.32820129,-2.572930098,3
66,31,3,4,0.31901620370,23,-44.32820129,-2.574290037,3
70,22,4,5,0.79163194444,25,-44.32820129,-2.574700117,3
72,2,4,6,0.33112268519,46,-44.32820129,-2.565979958,3
74,23,3,3,0.80254629630,45,-44.32820129,-2.583359957,3
77,17,5,2,0.55625000000,36,-44.32820129,-2.572979927,3
80,24,3,4,0.29653935185,33,-44.32820129,-2.573029995,3
85,26,5,4,0.28291666667,23,-44.32820129,-2.574350119,3
88,5,5,4,0.82768518519,39,-44.32820129,-2.565949917,3
90,25,5,3,0.83378472222,55,-44.32820129,-2.56595993,3
98,27,5,5,0.46421296296,36,-44.32820129,-2.57291007,3
115,31,5,2,0.54569444444,34,-44.32820129,-2.572979927,3
124,30,5,1,0.78019675926,22,-44.32820129,-2.574259996,3
144,15,5,7,0.81959490741,33,-44.32820129,-2.572949886,3
144,29,5,7,0.52572916667,21,-44.32820129,-2.574310064,3
144,31,5,2,0.58002314815,27,-44.32820129,-2.5745399,3
145,5,5,4,0.65505787037,35,-44.32820129,-2.58336997,3
154,28,5,6,0.39231481481,36,-44.32820129,-2.573120117,3
160,13,4,3,0.29854166667,29,-44.32820129,-2.574589968,3
165,29,5,7,0.29611111111,34,-44.32820129,-2.572839975,3
166,9,5,1,0.40427083333,33,-44.32820129,-2.572890043,3
166,10,5,2,0.80523148148,34,-44.32820129,-2.573090076,3
166,11,5,3,0.82958333333,45,-44.32820129,-2.565999985,3
166,24,5,2,0.01964120370,30,-44.32820129,-2.595020056,3
167,28,5,6,0.78024305556,30,-44.32820129,-2.572870016,3
167,31,5,2,0.78993055556,29,-44.32820129,-2.574609995,3
171,18,5,3,0.35677083333,37,-44.32820129,-2.572860003,3
171,26,5,4,0.38814814815,29,-44.32820129,-2.574700117,3
180,29,5,7,0.27986111111,29,-44.32820129,-2.594990015,3
187,28,5,6,0.37099537037,33,-44.32820129,-2.572989941,3
197,30,3,3,0.59699074074,50,-44.32820129,-2.583319902,3
197,18,4,1,0.29337962963,37,-44.32820129,-2.595069885,3
201,5,5,4,0.66165509259,36,-44.32820129,-2.575880051,3
201,25,5,3,0.62431712963,36,-44.32820129,-2.573019981,3
201,31,5,2,0.66876157407,35,-44.32820129,-2.572900057,3
209,17,5,2,0.34890046296,23,-44.32820129,-2.574579954,3
210,29,3,2,0.79715277778,39,-44.32820129,-2.583400011,3
218,29,5,7,0.38719907407,26,-44.32820129,-2.574670076,3
226,7,4,4,0.83361111111,56,-44.32820129,-2.583300114,3
226,7,4,4,0.83572916667,33,-44.32820129,-2.572969913,3
10,24,5,2,0.84380787037,16,-44.3280983,-2.574359894,3
11,28,4,4,0.96840277778,23,-44.3280983,-2.574589968,3
11,8,5,7,0.94589120370,32,-44.3280983,-2.574670076,3
12,5,5,4,0.52137731481,18,-44.3280983,-2.57487011,3
17,19,5,4,0.45975694444,31,-44.3280983,-2.573019981,3
19,21,5,6,0.30258101852,35,-44.3280983,-2.59513998,3
19,24,5,2,0.51381944444,26,-44.3280983,-2.574549913,3
19,25,5,3,0.65879629630,17,-44.3280983,-2.574310064,3
20,25,5,3,0.74675925926,54,-44.3280983,-2.726939917,3
22,26,5,4,0.84466435185,37,-44.3280983,-2.595050097,3
28,5,5,4,0.41351851852,18,-44.3280983,-2.574290037,3
28,10,5,2,0.49137731481,31,-44.3280983,-2.57317996,3
28,11,5,3,0.49364583333,32,-44.3280983,-2.573060036,3
29,1,5,7,0.91840277778,25,-44.3280983,-2.574650049,3
29,4,5,3,0.72223379630,53,-44.3280983,-2.583400011,3
29,4,5,3,0.85431712963,23,-44.3280983,-2.574700117,3
29,12,5,4,0.29234953704,22,-44.3280983,-2.573080063,3
37,8,5,7,0.06950231481,25,-44.3280983,-2.572999954,3
37,13,5,5,0.00428240741,19,-44.3280983,-2.574700117,3
38,1,5,7,0.90975694444,33,-44.3280983,-2.573499918,5
38,2,5,1,0.81708333333,32,-44.3280983,-2.572890043,5
40,30,3,3,0.34819444444,18,-44.3280983,-2.574549913,3
42,20,5,5,0.37561342593,38,-44.3280983,-2.572999954,3
43,26,5,4,0.71356481481,35,-44.3280983,-2.572999954,3
47,6,5,5,0.29348379630,27,-44.3280983,-2.573139906,3
49,8,4,5,0.71891203704,15,-44.3280983,-2.574609995,3
49,13,4,3,0.88428240741,36,-44.3280983,-2.57291007,3
49,26,4,2,0.33912037037,50,-44.3280983,-2.583450079,3
49,28,4,4,0.30906250000,34,-44.3280983,-2.578219891,3
49,4,5,3,0.34812500000,55,-44.3280983,-2.583479881,3
49,5,5,4,0.81721064815,24,-44.3280983,-2.5745399,3
49,10,5,2,0.47806712963,38,-44.3280983,-2.583519936,3
49,23,5,1,0.78319444444,31,-44.3280983,-2.572999954,3
49,24,5,2,0.28611111111,32,-44.3280983,-2.573060036,3
49,24,5,2,0.82162037037,34,-44.3280983,-2.57317996,3
49,25,5,3,0.67976851852,25,-44.3280983,-2.572969913,3
54,19,5,4,0.33410879630,34,-44.3280983,-2.573159933,3
56,25,5,3,0.69373842593,48,-44.3280983,-2.597630024,3
58,19,5,4,0.32645833333,18,-44.3280983,-2.5745399,3
60,30,3,3,0.30210648148,21,-44.3280983,-2.574549913,3
60,13,4,3,0.48040509259,32,-44.3280983,-2.573189974,3
63,31,3,4,0.29019675926,19,-44.3280983,-2.574529886,3
65,23,4,6,0.29841435185,36,-44.3280983,-2.573040009,3
66,19,4,2,0.32916666667,25,-44.3280983,-2.574690104,3
70,3,5,2,0.66193287037,32,-44.3280983,-2.578239918,3
70,11,5,3,0.58241898148,29,-44.3280983,-2.573040009,3
71,25,5,3,0.56646990741,35,-44.3280983,-2.59506011,3
73,22,5,7,0.29479166667,23,-44.3280983,-2.574589968,3
79,24,4,7,0.39994212963,35,-44.3280983,-2.57310009,3
79,28,4,4,0.86392361111,34,-44.3280983,-2.573110104,3
80,4,4,1,0.28984953704,19,-44.3280983,-2.574389935,3
83,7,5,6,0.79619212963,35,-44.3280983,-2.573139906,3
85,3,5,2,0.28375000000,34,-44.3280983,-2.573060036,3
89,8,4,5,0.27751157407,35,-44.3280983,-2.595089912,3
99,11,5,3,0.68023148148,34,-44.3280983,-2.572999954,3
143,28,5,6,0.29847222222,30,-44.3280983,-2.573189974,3
144,9,5,1,0.85892361111,37,-44.3280983,-2.573189974,3
144,17,5,2,0.02848379630,33,-44.3280983,-2.573120117,3
145,9,5,1,0.73935185185,31,-44.3280983,-2.573110104,3
145,9,5,1,0.81880787037,33,-44.3280983,-2.572979927,3
154,2,5,1,0.88081018519,34,-44.3280983,-2.572989941,3
159,1,6,3,0.57356481481,36,-44.3280983,-2.578249931,3
163,1,6,3,0.71270833333,33,-44.3280983,-2.573120117,3
166,15,5,7,0.40175925926,31,-44.3280983,-2.573080063,3
167,28,5,6,0.31627314815,22,-44.3280983,-2.574690104,3
167,29,5,7,0.77881944444,33,-44.3280983,-2.572979927,3
169,30,5,1,0.21565972222,19,-44.3280983,-2.574280024,3
176,10,4,7,0.79414351852,38,-44.3280983,-2.583420038,3
197,28,4,4,0.50979166667,19,-44.3280983,-2.574359894,3
197,28,4,4,0.51047453704,19,-44.3280983,-2.574359894,3
199,24,5,2,0.82254629630,52,-44.3280983,-2.583450079,3
201,2,5,1,0.30563657407,26,-44.3280983,-2.574520111,3
209,12,5,4,0.27126157407,33,-44.3280983,-2.573169947,3
209,25,5,3,0.63314814815,31,-44.3280983,-2.574559927,3
209,31,5,2,0.27446759259,22,-44.3280983,-2.574450016,3
218,30,5,1,0.70869212963,18,-44.3280983,-2.574450016,3
226,21,5,6,0.29839120370,24,-44.3280983,-2.574549913,3
226,25,5,3,0.29506944444,17,-44.3280983,-2.574549913,3
10,9,5,1,0.81045138889,16,-44.32799911,-2.574330091,3
10,15,5,7,0.55938657407,18,-44.32799911,-2.574310064,3
11,1,5,7,0.38688657407,17,-44.32799911,-2.574520111,3
11,3,5,2,0.97776620370,38,-44.32799911,-2.583509922,3
15,20,5,5,0.33534722222,30,-44.32799911,-2.565949917,3
16,5,4,2,0.64844907407,50,-44.32799911,-2.583489895,3
16,6,4,3,0.32518518519,29,-44.32799911,-2.573129892,3
16,6,4,3,0.38717592593,49,-44.32799911,-2.58355999,3
16,6,4,3,0.89093750000,30,-44.32799911,-2.595190048,3
16,11,4,1,0.27442129630,30,-44.32799911,-2.574589968,3
19,25,5,3,0.56798611111,31,-44.32799911,-2.573270082,3
20,25,4,1,0.80565972222,47,-44.32799911,-2.583539963,3
22,22,4,5,0.61240740741,33,-44.32799911,-2.595210075,3
25,27,4,3,0.32778935185,23,-44.32799911,-2.574500084,3
27,8,5,7,0.30672453704,28,-44.32799911,-2.575989962,3
28,4,5,3,0.31427083333,36,-44.32799911,-2.573129892,3
28,7,5,6,0.27414351852,55,-44.32799911,-2.597549915,3
29,25,4,1,0.86716435185,17,-44.32799911,-2.577379942,3
29,15,5,7,0.48915509259,38,-44.32799911,-2.578229904,3
29,25,4,1,0.86718750000,17,-44.32799911,-2.577379942,4
36,21,5,6,0.88445601852,31,-44.32799911,-2.573159933,3
39,5,5,4,0.79317129630,33,-44.32799911,-2.573240042,3
42,27,5,5,0.30087962963,20,-44.32799911,-2.573410034,3
48,5,5,4,0.31545138889,31,-44.32799911,-2.573250055,3
49,29,4,5,0.95524305556,38,-44.32799911,-2.58355999,3
49,30,4,6,0.89533564815,18,-44.32799911,-2.574340105,3
49,2,5,1,0.27192129630,37,-44.32799911,-2.573240042,3
49,3,5,2,0.80584490741,38,-44.32799911,-2.578249931,3
49,22,5,7,0.40850694444,55,-44.32799911,-2.583519936,3
51,7,4,4,0.65196759259,15,-44.32799911,-2.574419975,3
59,1,4,5,0.62756944444,24,-44.32799911,-2.578210115,3
60,18,5,3,0.30336805556,15,-44.32799911,-2.573270082,3
61,26,5,4,0.48437500000,34,-44.32799911,-2.595190048,3
64,24,3,4,0.79981481481,43,-44.32799911,-2.583539963,3
64,5,4,2,0.30480324074,24,-44.32799911,-2.58355999,3
73,20,4,3,0.32827546296,37,-44.32799911,-2.573159933,3
118,6,5,5,0.52539351852,33,-44.32799911,-2.573250055,3
144,25,5,3,0.57237268519,33,-44.32799911,-2.573189974,3
156,29,5,7,0.87630787037,20,-44.32799911,-2.574500084,3
160,26,5,4,0.32696759259,32,-44.32799911,-2.573169947,3
167,29,5,7,0.69899305556,20,-44.32799911,-2.5745399,3
170,28,4,4,0.45914351852,37,-44.32799911,-2.595170021,3
174,1,6,3,0.66478009259,18,-44.32799911,-2.574520111,3
187,28,5,6,0.31626157407,32,-44.32799911,-2.578239918,3
199,27,3,7,0.82449074074,38,-44.32799911,-2.57317996,3
202,13,5,5,0.50410879630,30,-44.32799911,-2.573139906,3
209,11,5,3,0.33751157407,38,-44.32799911,-2.595289946,3
220,28,5,6,0.79753472222,39,-44.32799911,-2.58355999,3
226,31,3,4,0.79605324074,36,-44.32799911,-2.573199987,3
16,11,4,1,0.44354166667,35,-44.32789993,-2.573719978,3
17,13,5,5,0.28185185185,36,-44.32789993,-2.573280096,3
17,21,5,6,0.53361111111,37,-44.32789993,-2.573420048,3
19,17,4,7,0.81715277778,37,-44.32789993,-2.57329011,3
22,20,4,3,0.58175925926,31,-44.32789993,-2.595240116,3
22,5,5,4,0.40467592593,29,-44.32789993,-2.57336998,3
23,8,5,7,0.32549768519,31,-44.32789993,-2.573970079,3
27,14,5,6,0.55768518519,27,-44.32789993,-2.573810101,3
27,17,5,2,0.82112268519,32,-44.32789993,-2.573420048,3
29,4,5,3,0.06872685185,23,-44.32789993,-2.574160099,3
36,21,5,6,0.88425925926,19,-44.32789993,-2.574330091,3
36,21,5,6,0.88436342593,28,-44.32789993,-2.573719978,3
37,24,5,2,0.34336805556,25,-44.32789993,-2.574160099,3
42,26,5,4,0.54239583333,31,-44.32789993,-2.578249931,3
46,16,5,1,0.33188657407,44,-44.32789993,-2.56595993,3
47,9,4,6,0.82833333333,38,-44.32789993,-2.573280096,3
49,24,4,7,0.29202546296,24,-44.32789993,-2.573709965,3
49,24,4,7,0.98613425926,50,-44.32789993,-2.583650112,3
49,29,4,5,0.98631944444,53,-44.32789993,-2.583650112,3
49,12,5,4,0.64449074074,32,-44.32789993,-2.573499918,3
49,13,5,5,0.67848379630,21,-44.32789993,-2.574069977,3
49,24,5,2,0.81372685185,33,-44.32789993,-2.573400021,3
54,11,5,3,0.30396990741,33,-44.32789993,-2.595279932,3
